,id,title,labels,scores,status
13864,hIwVFRLaFy,VisualPrompter: Semantic-Aware Prompt Optimization with Visual Feedback for Text-to-Image Synthesis,diffusion models,"[4,4,6]",Poster
1828,5ekhMkawuT,Quantization-Aware Diffusion Models For Maximum Likelihood Training,diffusion models,"[4,6,6,6]",Poster
15706,mpF6tIx8wz,Graph-Guided Reconstruction Diffusion for Multivariate Time Series Anomaly Detection,diffusion models,"[2,2,2,6]",Withdraw
864,2eAGrunxVz,"Spherical Watermark: Encryption-Free, Lossless Watermarking for Diffusion Models",diffusion models,"[6,8,8,8]",Oral
8938,RswgcvZ76N,From Shell to Structure: Spherical Shell Diffusion for Molecular Geometry Generation,diffusion models,"[2,4,4,4]",Reject
15141,l8XOk4ylBH,Learn to Guide Your Diffusion Model,diffusion models,"[4,4,6,6]",Poster
6163,JGiSS7hLRT,MagicTryOn: Harnessing Diffusion Transformer for Garment-Preserving Video Virtual Try-on,diffusion models,"[4,4,4,6]",Withdraw
7409,NFffW9tBmC,Iterative Distillation for Reward-Guided Fine-Tuning of Diffusion Models in Biomolecular Design,diffusion models,"[4,4,6,6]",Poster
19607,zNCNEOhKps,PICS: Pairwise Image Compositing with Spatial Interactions,diffusion models,"[4,4,6,6]",Poster
3534,B7r8ZkBk4F,Two-Way Garment Transfer: Unified Diffusion Framework for Dressing and Undressing Synthesis,diffusion models,"[2,4,4,4]",Reject
3342,AVv0zeFlZE,Towards Redundancy Reduction in Diffusion Models for Efficient Video Super-Resolution,diffusion models,"[2,4,4]",Withdraw
7892,Op6Scc62ME,Learning Robust Diffusion Models from Imprecise Supervision,diffusion models,"[2,4,4,4]",Reject
15654,mdvLeMd8T7,The Best of Both Worlds: Amortized Variational Diffusion Posterior Sampling,diffusion models,"[2,2,4,4]",Reject
786,2PIv1NmKQh,Capturing Uncertainty in Regression via Conditional Diffusion Models,diffusion models,"[4,4,6,6]",Reject
11252,Z7Q0C79mhS,Controllable Preference Alignment for Ambiguous Medical Image Segmentation via Text and Dice Guidance,diffusion models,"[2,4,6]",Reject
4980,FetaeuGsEs,A Hidden Semantic Bottleneck in Conditional Embeddings of Diffusion Transformers,diffusion models,"[2,4,6,6]",Poster
4267,DUe1AFKQBG,Diffusion Meta-Prompts for Foundation Models,diffusion models,"[4,4,4,6]",Reject
1898,5scR5FEEIa,UnGuide: Learning to Forget with LoRA-Guided Diffusion Models,diffusion models,"[2,2,2,4]",Reject
14201,iIK2mC1kL5,Make Optimization Once and for All with Fine-grained Guidance,diffusion models,"[2,2,4,4]",Withdraw
2948,9IoBTP4EBO,Latent Diffusion-based 3D Molecular Recovery from Vibrational Spectra,diffusion models,"[2,2,4,4]",Reject
9002,S47YUZALgN,Classifier-Driven Diffusion Model and Plug-and-Play of Weakly-Supervised Learning for Conditional Generation,diffusion models,"[2,2,4,4]",Withdraw
4945,FZGMgNV6EE,Wavelet Diffusion Posterior Sampling with Frequency Domain Guidance,diffusion models,"[2,2,4,6]",Reject
1040,3FcjKYmNY5,SALSA-V: Shortcut-Augmented Long-form Synchronized Audio from Videos,diffusion models,"[2,4,4,6]",Reject
14742,jymuXl8GYi,Reinforcing Diffusion Models by Direct Group Preference Optimization,diffusion models,"[4,6,6,8]",Poster
14795,k6q8rRYVQR,On the Design of One-step Diffusion via Shortcutting Flow Paths,diffusion models,"[4,4,8,8,8]",Poster
8690,R8V7QB6DDY,Instability in Diffusion ODEs: An Explanation for Inaccurate Image Reconstruction,diffusion models,"[2,2,2,2,6]",Reject
18267,v6ppFkj1e9,Efficient Training-Free High-Resolution Synthesis with Energy Rectification in Diffusion Models,diffusion models,"[2,4,6,6]",Withdraw
16835,qW0hWsQOxD,Lightweight Image-to-3D Shape Generation via Vitality-Aware Pruning and Quantization,diffusion models,"[2,4,4,6]",Reject
17468,sV1wSPy9kj,Reward-Agnostic Prompt Optimization for Text-to-Image Diffusion Models,diffusion models,"[4,4,4,6]",Reject
7916,OswqOlTYR2,Consis-GCPO: Consistency-Preserving Group Causal Preference Optimization for Vision Customization,diffusion models,"[4,4,6,6]",Poster
8278,PyPqhQSJKz,Forward-only Diffusion Probabilistic Models,diffusion models,"[2,4,6]",Reject
1198,3jwVvq5qxJ,Quantifying Statistical Significance in Diffusion-Based Anomaly Localization via Selective Inference,diffusion models,"[2,6,6]",Reject
1657,5Bl5qf3fON,Bures-Wasserstein Flow Matching for Graph Generation,diffusion models,"[6,6,8,8]",Poster
19233,yB7FIFwJwN,I-DRUID: Layout to image generation via instance-disentangled representation and unpaired data,diffusion models,"[4,4,6,6]",Poster
11905,b8avf4F2hn,Compositional Diffusion with Guided search for Long-Horizon Planning,diffusion models,"[6,6,6,8]",Oral
2998,9RyRIyzgT5,S$^2$-Guidance: Stochastic Self-Guidance for Training-Free Enhancement of Diffusion Models,diffusion models,"[4,6,6,6]",Poster
7077,MBiMt3wp8M,Dragging with Geometry: From Pixels to Geometry-Guided Image Editing,diffusion models,"[4,6,6,6]",Poster
3017,9WJoD0iDig,Foresight Diffusion: Improving Sampling Consistency in Predictive Diffusion Models,diffusion models,"[2,4,4,8]",Poster
2542,7wZ6Xo27KY,AnoDiT: Mask Guided DiT Inpaint Models for Anomaly Images Generation,diffusion models,"[2,2,4,4]",Reject
203,0b6a2SE23v,Adapting Self-Supervised Representations as a Latent Space for Efficient Generation,diffusion models,"[4,6,6,8]",Poster
9808,UV2u6p6ImI,Deep generative priors for 3D brain analysis,diffusion models,"[2,2,4]",Reject
1259,3vpjinHTER,Pixel Motion Diffusion is What We Need for Robot Control,diffusion models,"[2,4,4,4]",Withdraw
10413,WRk1aOhKNk,Style Unlearning in Diffusion Models,diffusion models,"[2,4,4,6]",Withdraw
12028,bYJvSlfaS0,Normalization-equivariant Diffusion Models: Learning Posterior Samplers From Noisy And Partial Measurements,diffusion models,"[4,4,4,6]",Reject
2799,8qFOfUAMWI,Directly Aligning the Full Diffusion Trajectory with Semantic Relative Preference Optimization,diffusion models,"[2,2,2,4]",Withdraw
14713,jt2c2H6auR,Text-Aware Image Restoration with Diffusion Models,diffusion models,"[4,4,6,6]",Poster
1537,4qj7qO1fTJ,BottleneckMLP: Graph Explanation via Implicit Information Bottleneck,explainability,"[2,4,4,4]",Reject
10792,Xh2QZ0uo5o,Chain-of-Influence: Tracing Interdependencies Across Time and Features in Clinical Predictive Modeling,explainability,"[2,4,4]",Desk Reject
5006,FkNr1wV9Aj,Modeling Neural Activity With Transformers To Predict Impulsivity,explainability,,Desk Reject
2511,7qXmJbjbl8,Attribute-Centric Representation Learning for Interpretable Crime Scene Analysis in Video Anomaly Detection,explainability,"[0,2,6]",Withdraw
11653,aMgYP4lh0d,Legal-Gated Attention Networks: Enforcing Action Legality as a Structural Inductive Bias in Deep Reinforcement Learning,explainability,"[2,2,2,2,4]",Withdraw
2148,6fHZR6uxNa,Evaluating and Explaining Prompt Sensitivity of LLMs Using Interactions,explainability,"[4,4,4,8]",Reject
17228,rkMuGHTmOV,Analysis of High-order Interactions in Shapley value for Model Interpretation,explainability,"[2,4,4,4]",Reject
4842,FFPX4Vnvzn,Quantifying the Accuracy-Interpretability Trade-Off in Concept-Based Sidechannel Models,explainability,"[2,4,4]",Reject
369,1211MDoiCZ,Routesplain: Towards Faithful and Intervenable Routing for Software-related Tasks,explainability,"[2,2,8]",Withdraw
10846,XsEZcigEjq,Hessian-Enhanced Token Attribution (HETA): Interpreting Autoregressive LLMs,explainability,"[4,4,6,6]",Poster
10297,W3Csbs2oEl,AXIS: Explainable Time Series Anomaly Detection with Large Language Models,explainability,"[4,4,4]",Reject
13763,gzNSKxv25z,Pairwise explanations: towards a new task-agnostic paradigm in explainable artificial intelligence,explainability,"[2,2,2,4,6]",Reject
7220,Mfo432o1pB,Automatic visual concept rankings for large multimodal models,explainability,"[2,4,4]",Reject
5463,HBcgLe6NZD,GNN Explanations that do not Explain and How to find Them,explainability,"[4,6,8]",Poster
17384,sFjxg8cyJS,When Shift Happens - Confounding Is to Blame,explainability,"[4,6,6,8]",Poster
18667,wKPQXtVejB,Explainable Evidential Clustering,explainability,"[2,4,4,6]",Reject
10883,Xzr1Xjtyn2,Atlas-Alignment: Making Interpretability Transferable Across Language Models,explainability,"[2,4,4,6,8]",Reject
8720,RClKXngVN8,Tackling the XAI Disagreement Problem with Adaptive Feature Grouping,explainability,"[4,4,6,6]",Poster
13292,fPMu3Afv3s,Bridging Fairness and Explainability: Can Input-Based Explanations Promote Fairness in Hate Speech Detection?,explainability,"[4,6,6,8]",Poster
18,040ClRXMf3,Provably Explaining Neural Additive Models,explainability,"[2,6,8,8]",Poster
13542,gIpuW5Ekiw,Universal Set Transformer: A Scalable and Interpretable Set/Multiset Architecture,explainability,"[4,4,4,6]",Reject
431,1FnCrZtBNQ,LAMDA: A Longitudinal Android Malware Benchmark for Concept Drift Analysis,explainability,"[6,6,8]",Poster
16009,nqZe43tRY9,LogicXGNN: Grounded Logical Rules for Explaining Graph Neural Networks,explainability,"[4,6,8,8]",Poster
1049,3GwosqzLOp,Learning Conformal Explainers for Image Classifiers,explainability,"[2,2,4]",Withdraw
12406,cg4BxldVRg,RLTime: Reinforcement Learning-Based Feature Attribution for Interpretable Time Series Models,explainability,"[4,4,6]",Reject
876,2hOQcn5QUA,The Disparate Impacts of Speculative Decoding,fairness,"[4,4,4,6]",Reject
18382,vSbYEwVFqM,F-PvE: Fairness-Aware Structured Neural Network Pruning via Evolution,fairness,"[2,4,4,4]",Withdraw
2195,6rCsaBOQON,FedCF: Fair Federated Conformal Prediction,fairness,"[2,4,4,4]",Reject
18390,vUK9lF2A51,"Fairness for the People, by the People: Minority Collective Action",fairness,"[2,4,6,6]",Reject
11077,Ybh88ZJcz7,Face-Feature Tuning: Post-hoc Calibration for Fair and Accurate Deepfake Detection,fairness,"[2,2,6]",Reject
8021,PA5ia9zgLz,Towards Efficient Fairness Image Retrieval with Disentangled Information Suppression,fairness,"[4,4,4,4]",Reject
2015,6GKn8DBmgm,AudiFair: Privacy-Preserving Framework for Auditing Fairness,fairness,"[2,2,4,6]",Reject
2419,7Ztj90bz2q,RISE : Regression Imbalance Handling using Switching Experts,fairness,"[4,4,6,6]",Reject
5374,Gv2HOWWDGC,FedEquilibria: Towards Fair and Robust Federated Learning under Domain Skew,fairness,"[2,4,4]",Desk Reject
17765,tSy7OtONsg,Moving Beyond Medical Exams: A Clinician-Annotated Fairness Dataset of Real-World Tasks and Ambiguity in Mental Healthcare,fairness,"[4,6,6,6]",Poster
2,00UQtHqB2k,Toward Unifying Group Fairness Evaluation from a Sparsity Perspective,fairness,"[2,2,4,6]",Reject
7820,Ob6H8KDPIu,Large Language Models Develop Novel Social Biases Through Adaptive Exploration,fairness,"[2,4,8]",Reject
13982,hcL8wbKFB5,GradientHide: Federated Learning with Two-Stage Local Update for Defending Against Gradient Inversion Attacks,federated learning,"[4,4,4,6]",Reject
6421,K8RsuLpUnJ,Kick Bad Guys Out! Conditionally Activated Anomaly Detection in Federated Learning with Zero-Knowledge Proof Verification,federated learning,"[2,2,4,4]",Withdraw
5066,FwnmQnVc7g,Ghost in the Cloud: Your Geo-Distributed Large Language Models Training is Easily Manipulated,federated learning,"[2,6,8]",Poster
18348,vOLx8BWwwJ,Rethinking Regularization in Federated Learning: An Initialization Perspective,federated learning,"[2,4,4,6]",Reject
18880,x1hApVyZu7,A New Class of Benchmarks for Federated Multi-Objective Learning,federated learning,"[2,4,4]",Reject
15762,n1HBsszaY6,SABRE-FL: Selective and Accurate Backdoor Rejection for Federated Prompt Learning,federated learning,"[2,6,6,6]",Poster
14035,hlbvj39xaN,Cooperative TD Learning in Heterogeneous Environments via Joint Linear Approximation,federated learning,"[2,2,4,6]",Withdraw
8843,RZT1ixYGk1,Beyond Aggregation: Guiding Clients in Heterogeneous Federated Learning,federated learning,"[4,4,6]",Poster
18021,uJYtHL698n,Watermark Robustness and Radioactivity May Be at Odds in Federated Learning,federated learning,"[2,2,2,4]",Withdraw
8364,QBTNpmtYmQ,"Global Pivots, Local Unknowns: Stable Federated Open-Set Semi-Supervised Learning",federated learning,"[2,4,4,4]",Reject
12170,bzHrNdiD4T,Centroid Approximation for Byzantine-Tolerant Federated Learning,federated learning,"[2,2,4,4,4]",Reject
10915,Y6lVVJHiwN,"FedSGM: A Unified Framework for Constraint Aware, Bidirectionally Compressed, Multi-Step Federated Optimization",federated learning,"[2,4,4,6,6]",Reject
16334,orwQupGIl0,DFCA: Decentralized Federated Clustering Algorithm,federated learning,"[2,2,2,4]",Withdraw
11168,YsruHaTNYS,FedNano: Toward Lightweight Federated Tuning for Pretrained Multimodal Large Language Models,federated learning,"[2,4,4,6]",Reject
1883,5pKYx7BnM3,FedDTW: Federated Digital Twin Weighting for Mitigating Client Heterogeneity and Unreliable Connectivity,federated learning,"[2,2,2,4]",Withdraw
7137,MNCCZ3ICzi,FedReLa: Imbalanced Federated Learning via Re-Labeling,federated learning,"[4,4,4,6]",Reject
2004,6DdkSELUh0,We Generate What You Need: Efficient Data Supplement via Model Prediction Discrepancy for Heterogeneous Federated Learning,federated learning,"[4,4,6,6]",Withdraw
9323,T4dvY146Tk,FLEx: Personalized Federated Learning for Mixture-of-Experts LLMs via Expert Grafting,federated learning,"[2,2,4,6]",Withdraw
8124,PSGBG2rBbg,UFL: Uncertainty-Driven Federated Learning,federated learning,"[2,2,2,4]",Withdraw
5694,Hude2v2AEX,Enhancing Communication Compression via Discrepancy-aware Calibration for Federated Learning,federated learning,"[4,4,6,6]",Poster
2050,6PgOtwaEF8,FedSUM Family: Efficient Federated Learning Methods under Arbitrary Client Participation,federated learning,"[4,4,4,6]",Reject
2743,8dWiSr6G4q,One-Shot Weighted Ensemble Estimation for Federated Quantile Regression: Optimal Statistical Guarantees under Heterogeneous Structured Data,federated learning,"[2,4,6,8]",Reject
11536,ZzhfTlqnyp,FedCova: Robust Federated Covariance Learning Against Noisy Labels,federated learning,"[4,4,4]",Reject
5942,IcKHyyJyJv,Data Valuation and Selection in a Federated Model Marketplace,federated learning,"[2,4,4,4,6]",Reject
18462,vimjdbAXwa,Real-time Personalized Federated Continuous Learning via Generative Replay,federated learning,"[0,4,4]",Withdraw
13025,eWix2NNNwj,Cross-View Lewis Weight Fusion Empowering Exemplar Replay for Federated Class-Incremental Learning,federated learning,"[2,6,6]",Reject
15282,lZ2C7WcWce,Federated Agent Reinforcement Learning,federated learning,"[2,4,4,4]",Reject
1340,4E9uxVIAFP,IOShift: Backdoor Defense via Model Bias Shift in Federated Learning,federated learning,"[2,4,4,6]",Reject
17490,sZ3tjtN8AW,Fisher Information for Robust Federated Cross-Validation,federated learning,"[2,2,2]",Withdraw
10175,VcrR4VMxz9,Trade-off in Estimating the Number of Byzantine Clients in Federated Learning,federated learning,"[4,4,6]",Reject
10197,VgcB5z3SZ0,FeDa4Fair: Client-Level Federated Datasets for Fairness Evaluation,federated learning,"[2,4,4]",Withdraw
15054,ks6Gg8nd0y,Exploring Cross-Modal Flows for Few-Shot Learning,few-shot learning,"[2,4,6,6]",Poster
12549,d7aupcIHq0,Data-Augmented Few-Shot Neural Emulator for Computer-Model System Identification,few-shot learning,"[2,2,4,4]",Reject
884,2ix1K6zPRf,DVLA-RL: Dual-Level Vision–Language Alignment with Reinforcement Learning Gating for Few-Shot Learning,few-shot learning,"[4,4,6]",Poster
1469,4fOGZWupMM,Retain and Adapt: Auto-Balanced Model Editing for Open-Vocabulary Object Detection under Domain Shifts,few-shot learning,"[4,6,6,8]",Poster
3376,AcTuU5Xr6r,Evaluating the Role of Great Pre-trained Diffusion Models in Few-shot Phase: Warm-up and Acceleration,few-shot learning,"[2,2,6,6]",Reject
16338,osnZzbnIWY,Distilling Transformers into Neural Nets for Few-Shot Tabular Classification,few-shot learning,"[2,2,2,2]",Withdraw
9142,SVUAHG0pNe,Few-Shot Class-Incremental Learning based on Hierarchical Dual-Stream Interaction and Associative Memory Fusion,few-shot learning,"[2,4,6]",Reject
14814,kBOElrMxbo,Pivot-ICL: Adaptive Exemplar Selection for In-Context Learning,few-shot learning,"[0,2,2]",Withdraw
4913,FSMCUSOTfY,PEML: Prototype-enhanced Meta-learning for Multi-lingual Text Classification,few-shot learning,"[2,2,4,6]",Reject
5375,GvK1y3xqmh,Distilling and Adapting: A Topology-Aware Framework for Zero-Shot Interaction Prediction in Multiplex Biological Networks,graphs,"[4,6,6]",Poster
5570,HWxbX3cAjL,Dual Alignment for Covariate Shift: A Principled Framework for Graph Domain Adaptation,graphs,"[2,4,6,6]",Reject
6595,KdeVc2HfkP,Long-Range Graph Wavelet Networks,graphs,"[2,2,2,6]",Withdraw
2110,6ZTcLNmguc,Gelato: Graph Edit Distance via Autoregressive Neural Combinatorial Optimization,graphs,"[4,4,4,8]",Poster
13740,gvFOB8VCMr,"Rethinking GNNs and Missing Features: Challenges, Evaluation and a Robust Solution",graphs,"[2,6,6,8]",Reject
14757,k1bsHn4sST,Empowering GNNs for Domain Adaptation via Denoising Target Graph,graphs,"[2,2,4,4]",Withdraw
652,1wnHkzahst,Torch Geometric Pool: the Pytorch library for pooling in Graph Neural Networks,graphs,"[2,4,4]",Reject
19205,y7SrBOHz7F,NaviAgent: Bilevel Planning on Tool Navigation Graph for Large-Scale Orchestration,graphs,"[4,6,6,6]",Reject
16164,oLl4zjx6rz,Adaptive node feature selection for graph neural networks,graphs,"[2,4,6]",Reject
14331,ighxnB6nJF,Trajectory Graph Copilot: Pre-Action Error Diagnosis in LLM Agents,graphs,"[4,4,6,6]",Reject
5476,HDdkFjFEZd,A Function-Centric Graph Neural Network Approach for Predicting Electron Densities,graphs,"[4,6,6]",Poster
11883,b38RJbhG2Z,Feature Augmentation of GNNs for ILPs: Local Uniqueness Suffices,graphs,"[2,2,4,6]",Reject
16427,pEt2m1wZsg,From Contextual Distributions to Messages: Entropy-Guided GNNs,graphs,"[2,2,4,4]",Reject
4770,F0XWYqYWJC,The Final Layer Holds the Key: A Unified and Efficient GNN Calibration Framework,graphs,"[4,6,6,8]",Reject
18541,vu1IEpdUQh,"FlowSymm: Physics–Aware, Symmetry–Preserving Graph Attention for Network Flow Completion",graphs,"[2,6,6,6]",Poster
6895,LZij3Zavmr,Evading Overlapping Community Detection via Proxy Node Injection,graphs,"[4,4,4]",Reject
